"DATE","TIME","INT","CF","STRUCT","TYPE","STATUS","SYS","REQ_SYNC","REQ_ASYNC","REQ_CHNGD","SRV_SYNC","SRV_ASYNC","STD_SYNC","STD_ASYNC","DLY_REQ","DLY_REQ%","DTIME/DLY","DTIME/ALL","REQ_TOTAL","CONT","FALSE_CONT"
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP10","CACHE","ACTIVE SECONDARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP10","CACHE","ACTIVE SECONDARY","TOTAL",60,21,0,10.4,20.9,13.8,3.6,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP12","CACHE","ACTIVE PRIMARY","A1",2130000,15000,1655,8.1,70.4,13.1,74.4,1664,0.1%,12.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP12","CACHE","ACTIVE PRIMARY","A2",2038000,14000,457,8.1,70.2,13.3,93.0,457,0.0%,104.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP12","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP12","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP12","CACHE","ACTIVE PRIMARY","TOTAL",4168000,29000,2112,8.1,70.3,13.2,83.9,2121,0.1%,31.8,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP16K0","CACHE","ACTIVE PRIMARY","A1",20,3,0,6.5,51.0,1.9,12.2,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP16K0","CACHE","ACTIVE PRIMARY","A2",79,6,0,10.2,145.7,15.1,103.2,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP16K0","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP16K0","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP16K0","CACHE","ACTIVE PRIMARY","TOTAL",99,9,0,9.5,114.1,13.6,94.5,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP2","CACHE","ACTIVE PRIMARY","A1",1011000,5456,539,11.2,84.9,12.4,120.1,541,0.1%,7.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP2","CACHE","ACTIVE PRIMARY","A2",1056000,4946,121,11.3,102.4,12.8,162.6,121,0.0%,46.7,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP2","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP2","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP2","CACHE","ACTIVE PRIMARY","TOTAL",2067000,10000,660,11.2,93.2,12.6,142.2,662,0.0%,14.2,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K","CACHE","ACTIVE SECONDARY","A1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K","CACHE","ACTIVE SECONDARY","A2",60,0,0,8.5,0.0,8.7,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K","CACHE","ACTIVE SECONDARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K","CACHE","ACTIVE SECONDARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K","CACHE","ACTIVE SECONDARY","TOTAL",60,0,0,8.5,0.0,8.7,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K2","CACHE","ACTIVE PRIMARY","A1",20,3,0,6.1,51.7,1.3,11.2,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K2","CACHE","ACTIVE PRIMARY","A2",79,6,0,10.0,135.5,24.7,97.2,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K2","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K2","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K2","CACHE","ACTIVE PRIMARY","TOTAL",99,9,0,9.2,107.6,22.1,87.7,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K4","CACHE","ACTIVE PRIMARY","A1",157000,218,57,14.5,74.3,10.2,66.5,57,0.0%,2.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K4","CACHE","ACTIVE PRIMARY","A2",163000,203,4,14.2,45.5,10.0,39.7,4,0.0%,42.8,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K4","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K4","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP32K4","CACHE","ACTIVE PRIMARY","TOTAL",320000,421,61,14.4,60.4,10.1,57.0,61,0.0%,4.7,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8","CACHE","ACTIVE PRIMARY","A1",13000,28,3,10.9,121.3,11.4,175.8,3,0.0%,1.7,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8","CACHE","ACTIVE PRIMARY","A2",16000,14,0,10.7,234.4,10.1,290.8,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8","CACHE","ACTIVE PRIMARY","TOTAL",28000,42,3,10.8,159.0,10.7,223.8,3,0.0%,1.7,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8K0","CACHE","ACTIVE SECONDARY","A1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8K0","CACHE","ACTIVE SECONDARY","A2",61,0,0,10.2,0.0,13.7,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8K0","CACHE","ACTIVE SECONDARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8K0","CACHE","ACTIVE SECONDARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP8K0","CACHE","ACTIVE SECONDARY","TOTAL",61,0,0,10.2,0.0,13.7,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP9","CACHE","ACTIVE PRIMARY","A1",1428000,5123,1250,12.1,131.1,13.7,152.8,1255,0.1%,7.7,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP9","CACHE","ACTIVE PRIMARY","A2",1454000,3865,289,12.2,123.2,13.8,166.2,289,0.0%,54.8,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP9","CACHE","ACTIVE PRIMARY","F1",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP9","CACHE","ACTIVE PRIMARY","F2",0,0,0,0.0,0.0,0.0,0.0,0,0.0%,0.0,0.0,,,
19/04/25,17:39:00,600,"CEC1CF8","DSNH_GBP9","CACHE","ACTIVE PRIMARY","TOTAL",2883000,8988,1539,12.1,127.7,13.7,158.7,1544,0.1%,16.5,0.0,,,
