"date","time","volser","usage","sys","rate","resp","iosq","pend","disc","conn","lcu"
2019/04/25,17:39:00,"YSGZ2G","","*ALL",0.200,0.246,0.000,0.123,0.000,0.124,"016F"
2019/04/25,17:39:00,"YSGZ2G","","F1",0.100,0.241,0.000,0.122,0.000,0.119,"016F"
2019/04/25,17:39:00,"YSGZ2G","","F2",0.100,0.252,0.000,0.124,0.000,0.128,"016F"
2019/04/25,17:39:00,"YSGZ2G","","F*",0.200,0.247,0.000,0.123,0.000,0.124,"016F"
2019/04/25,17:39:00,"YSGZ2H","","*ALL",0.145,0.928,0.000,0.125,0.000,0.803,"016F"
2019/04/25,17:39:00,"YSGZ2H","","F1",0.018,0.221,0.000,0.128,0.000,0.093,"016F"
2019/04/25,17:39:00,"YSGZ2H","","F2",0.127,1.031,0.000,0.125,0.000,0.906,"016F"
2019/04/25,17:39:00,"YSGZ2H","","F*",0.145,0.930,0.000,0.125,0.000,0.805,"016F"
2019/04/25,17:39:00,"YDSF1A","SMF","*ALL",6.252,0.347,0.000,0.126,0.002,0.220,"016F"
2019/04/25,17:39:00,"YDSF1A","SMF","F1",6.252,0.347,0.000,0.126,0.002,0.220,"016F"
2019/04/25,17:39:00,"YDSF1A","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSF1A","SMF","F*",6.252,0.347,0.000,0.126,0.002,0.220,"016F"
2019/04/25,17:39:00,"YDSF2A","SMF","*ALL",3.753,0.381,0.000,0.129,0.000,0.252,"016F"
2019/04/25,17:39:00,"YDSF2A","SMF","F1",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSF2A","SMF","F2",3.753,0.381,0.000,0.129,0.000,0.252,"016F"
2019/04/25,17:39:00,"YDSF2A","SMF","F*",3.753,0.381,0.000,0.129,0.000,0.252,"016F"
2019/04/25,17:39:00,"YDSS1A","SMF","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSS1A","SMF","F1",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSS1A","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSS1A","SMF","F*",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSK1A","SMF","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSK1A","SMF","F1",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSK1A","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YDSK1A","SMF","F*",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YCDG01","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YCDG01","","F1",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YCDG01","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YCDG01","","F*",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YCOG01","","*ALL",4.173,0.284,0.000,0.120,0.000,0.164,"016F"
2019/04/25,17:39:00,"YCOG01","","F1",3.427,0.269,0.000,0.120,0.000,0.149,"016F"
2019/04/25,17:39:00,"YCOG01","","F2",0.747,0.355,0.000,0.119,0.000,0.235,"016F"
2019/04/25,17:39:00,"YCOG01","","F*",4.174,0.284,0.000,0.120,0.000,0.164,"016F"
2019/04/25,17:39:00,"YCOG02","","*ALL",0.200,0.313,0.000,0.125,0.000,0.188,"016F"
2019/04/25,17:39:00,"YCOG02","","F1",0.100,0.314,0.000,0.126,0.000,0.188,"016F"
2019/04/25,17:39:00,"YCOG02","","F2",0.100,0.311,0.000,0.124,0.000,0.188,"016F"
2019/04/25,17:39:00,"YCOG02","","F*",0.200,0.313,0.000,0.125,0.000,0.188,"016F"
2019/04/25,17:39:00,"YWRG01","","*ALL",47.877,0.260,0.000,0.119,0.000,0.141,"016F"
2019/04/25,17:39:00,"YWRG01","","F1",47.877,0.260,0.000,0.119,0.000,0.141,"016F"
2019/04/25,17:39:00,"YWRG01","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"016F"
2019/04/25,17:39:00,"YWRG01","","F*",47.877,0.260,0.000,0.119,0.000,0.141,"016F"
2019/04/25,17:39:00,"YCDS02","CDS","*ALL",1.910,1.009,0.000,0.135,0.000,0.874,"0170"
2019/04/25,17:39:00,"YCDS02","CDS","A1",0.492,1.037,0.000,0.130,0.000,0.907,"0170"
2019/04/25,17:39:00,"YCDS02","CDS","A2",0.478,1.011,0.000,0.132,0.000,0.879,"0170"
2019/04/25,17:39:00,"YCDS02","CDS","F1",0.472,0.982,0.000,0.138,0.000,0.844,"0170"
2019/04/25,17:39:00,"YCDS02","CDS","F2",0.468,1.004,0.000,0.139,0.000,0.865,"0170"
2019/04/25,17:39:00,"YCDS02","CDS","A*",0.970,1.024,0.000,0.131,0.000,0.893,"0170"
2019/04/25,17:39:00,"YCDS02","CDS","F*",0.940,0.993,0.000,0.138,0.000,0.854,"0170"
2019/04/25,17:39:00,"YCDS01","CDS","*ALL",9.803,0.685,0.000,0.132,0.007,0.545,"019E"
2019/04/25,17:39:00,"YCDS01","CDS","A1",2.515,0.623,0.000,0.131,0.003,0.488,"019E"
2019/04/25,17:39:00,"YCDS01","CDS","A2",2.345,0.613,0.000,0.129,0.004,0.480,"019E"
2019/04/25,17:39:00,"YCDS01","CDS","F1",2.947,0.803,0.000,0.122,0.002,0.678,"019E"
2019/04/25,17:39:00,"YCDS01","CDS","F2",1.997,0.673,0.000,0.151,0.025,0.497,"019E"
2019/04/25,17:39:00,"YCDS01","CDS","A*",4.860,0.618,0.000,0.130,0.003,0.484,"019E"
2019/04/25,17:39:00,"YCDS01","CDS","F*",4.944,0.750,0.000,0.134,0.011,0.605,"019E"
2019/04/25,17:39:00,"TMP001","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"TMP001","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"TMP001","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"TMP001","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","*ALL",1.500,0.635,0.000,0.093,0.305,0.237,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","A1",1.450,0.637,0.000,0.092,0.316,0.229,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","F1",0.013,0.240,0.000,0.096,0.000,0.144,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","F2",0.037,0.721,0.000,0.128,0.000,0.593,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","A*",1.450,0.637,0.000,0.092,0.316,0.229,"019E"
2019/04/25,17:39:00,"YDSA1A","SMF","F*",0.050,0.596,0.000,0.120,0.000,0.476,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","*ALL",0.848,0.671,0.000,0.100,0.388,0.184,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","A1",0.842,0.675,0.000,0.100,0.391,0.184,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","F1",0.007,0.224,0.000,0.096,0.000,0.128,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","A*",0.842,0.675,0.000,0.100,0.391,0.184,"019E"
2019/04/25,17:39:00,"YDSA1B","SMF","F*",0.007,0.224,0.000,0.096,0.000,0.128,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","*ALL",405.977,0.863,0.000,0.434,0.280,0.149,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","A1",405.879,0.863,0.000,0.434,0.280,0.149,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","A2",0.017,0.166,0.000,0.090,0.000,0.077,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","F1",0.058,0.753,0.000,0.117,0.000,0.636,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","F2",0.023,0.558,0.000,0.110,0.000,0.448,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","A*",405.896,0.863,0.000,0.434,0.280,0.149,"019E"
2019/04/25,17:39:00,"YLGR11","LOGGER","F*",0.081,0.698,0.000,0.115,0.000,0.583,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","*ALL",0.212,0.260,0.000,0.102,0.000,0.158,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","A1",0.107,0.278,0.000,0.104,0.000,0.174,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","A2",0.098,0.245,0.000,0.102,0.000,0.143,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","F1",0.007,0.192,0.000,0.064,0.000,0.128,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","A*",0.205,0.262,0.000,0.103,0.000,0.159,"019E"
2019/04/25,17:39:00,"YSYZ2A","XRC SC AA","F*",0.007,0.192,0.000,0.064,0.000,0.128,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","*ALL",0.067,0.147,0.000,0.080,0.000,0.067,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","A1",0.030,0.142,0.000,0.078,0.000,0.064,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","A2",0.030,0.142,0.000,0.078,0.000,0.064,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","A*",0.060,0.142,0.000,0.078,0.000,0.064,"019E"
2019/04/25,17:39:00,"YSYZ2B","XRC SC AA","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","*ALL",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2C","XRC SC AA","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","*ALL",0.087,0.290,0.000,0.096,0.000,0.194,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","A1",0.033,0.282,0.000,0.096,0.000,0.186,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","A2",0.047,0.311,0.000,0.096,0.000,0.215,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","A*",0.080,0.299,0.000,0.096,0.000,0.203,"019E"
2019/04/25,17:39:00,"YSYZ2D","XRC SC AA","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","*ALL",7.280,0.221,0.000,0.078,0.000,0.142,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","A1",3.625,0.221,0.000,0.079,0.000,0.143,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","A2",3.648,0.221,0.000,0.078,0.000,0.142,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","F1",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","A*",7.273,0.221,0.000,0.078,0.000,0.142,"019E"
2019/04/25,17:39:00,"YSYZ2E","XRC SC AA","F*",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","*ALL",374.422,0.500,0.000,0.068,0.250,0.182,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","A1",366.985,0.506,0.000,0.068,0.254,0.184,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","A2",7.430,0.191,0.000,0.073,0.037,0.081,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","A*",374.415,0.500,0.000,0.068,0.250,0.182,"019E"
2019/04/25,17:39:00,"YMQL11","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","*ALL",363.414,0.503,0.000,0.067,0.258,0.178,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","A1",360.227,0.505,0.000,0.067,0.259,0.179,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","A2",3.180,0.254,0.000,0.070,0.084,0.100,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","A*",363.407,0.503,0.000,0.067,0.257,0.178,"019E"
2019/04/25,17:39:00,"YMQL12","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","*ALL",373.685,0.523,0.000,0.068,0.261,0.193,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","A1",373.679,0.523,0.000,0.068,0.261,0.193,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","A*",373.679,0.523,0.000,0.068,0.261,0.193,"019E"
2019/04/25,17:39:00,"YMQL13","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","*ALL",368.684,0.515,0.000,0.068,0.265,0.182,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","A1",368.677,0.515,0.000,0.068,0.265,0.182,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","A*",368.677,0.515,0.000,0.068,0.265,0.182,"019E"
2019/04/25,17:39:00,"YMQL14","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","*ALL",0.040,0.917,0.000,0.064,0.555,0.299,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","A1",0.033,1.062,0.000,0.058,0.666,0.339,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","A*",0.033,1.062,0.000,0.058,0.666,0.339,"019E"
2019/04/25,17:39:00,"YMQP11","XRC SC AB","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","*ALL",0.183,0.498,0.000,0.070,0.258,0.170,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","A1",0.177,0.510,0.000,0.069,0.268,0.173,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","A*",0.177,0.510,0.000,0.069,0.268,0.173,"019E"
2019/04/25,17:39:00,"YWAS11","XRC SC AB","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","*ALL",473.973,0.535,0.000,0.069,0.262,0.205,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","A1",473.967,0.535,0.000,0.069,0.262,0.205,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","F1",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","A*",473.967,0.535,0.000,0.069,0.262,0.205,"019E"
2019/04/25,17:39:00,"YDBL01","DB2 LOG","F*",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","*ALL",409.217,0.528,0.000,0.070,0.244,0.214,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","A1",409.210,0.528,0.000,0.070,0.244,0.214,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","A*",409.210,0.528,0.000,0.070,0.244,0.214,"019E"
2019/04/25,17:39:00,"YDBL02","DB2 LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","*ALL",372.539,0.542,0.000,0.070,0.273,0.200,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","A2",372.532,0.542,0.000,0.070,0.273,0.200,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","F1",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","A*",372.532,0.542,0.000,0.070,0.273,0.200,"019E"
2019/04/25,17:39:00,"YDBL06","DB2 LOG","F*",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","*ALL",459.660,0.540,0.000,0.070,0.270,0.200,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","A2",459.653,0.540,0.000,0.070,0.270,0.200,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","A*",459.653,0.540,0.000,0.070,0.270,0.200,"019E"
2019/04/25,17:39:00,"YDBL05","DB2 LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","*ALL",35.208,1.383,0.000,0.073,0.527,0.783,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","A1",11.782,1.333,0.000,0.072,0.476,0.785,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","A2",23.387,1.410,0.000,0.073,0.554,0.783,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","F1",0.023,0.183,0.000,0.110,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","A*",35.169,1.384,0.000,0.073,0.528,0.784,"019E"
2019/04/25,17:39:00,"YDBA01","DB2 Arch","F*",0.040,0.176,0.000,0.107,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","*ALL",12.028,1.198,0.000,0.071,0.396,0.731,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","A1",11.702,1.211,0.000,0.070,0.403,0.738,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","A2",0.287,0.811,0.000,0.092,0.156,0.563,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","F2",0.017,0.179,0.000,0.115,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","A*",11.989,1.201,0.000,0.071,0.397,0.734,"019E"
2019/04/25,17:39:00,"YDBA02","DB2 Arch","F*",0.040,0.176,0.000,0.107,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","*ALL",11.918,1.202,0.000,0.071,0.394,0.737,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","A1",11.782,1.210,0.000,0.071,0.397,0.742,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","A2",0.097,0.746,0.000,0.086,0.247,0.413,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","F1",0.023,0.183,0.000,0.110,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","F2",0.017,0.179,0.000,0.102,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","A*",11.879,1.206,0.000,0.071,0.396,0.739,"019E"
2019/04/25,17:39:00,"YDBA03","DB2 Arch","F*",0.040,0.181,0.000,0.107,0.000,0.075,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","*ALL",11.838,1.214,0.000,0.072,0.405,0.737,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","A1",0.097,0.702,0.000,0.079,0.223,0.399,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","A2",11.702,1.221,0.000,0.071,0.408,0.742,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","F1",0.023,0.183,0.000,0.110,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","F2",0.017,0.179,0.000,0.115,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","A*",11.799,1.217,0.000,0.071,0.406,0.739,"019E"
2019/04/25,17:39:00,"YDBA04","DB2 Arch","F*",0.040,0.181,0.000,0.112,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","*ALL",1.677,2.067,0.000,0.082,1.261,0.724,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","A1",0.700,0.153,0.000,0.077,0.004,0.071,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","A2",0.937,3.578,0.000,0.084,2.254,1.240,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","A*",1.637,2.113,0.000,0.081,1.292,0.740,"019E"
2019/04/25,17:39:00,"YDBU01","DB2 DB","F*",0.040,0.171,0.000,0.101,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","*ALL",0.073,0.175,0.000,0.105,0.000,0.070,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","A1",0.017,0.192,0.000,0.115,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","A2",0.017,0.192,0.000,0.115,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","F1",0.023,0.155,0.000,0.091,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","A*",0.034,0.192,0.000,0.115,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU02","DB2 DB","F*",0.040,0.160,0.000,0.096,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","*ALL",0.447,16.83,0.000,0.118,10.95,5.764,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","A1",0.390,19.25,0.000,0.120,12.54,6.592,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","A2",0.017,0.179,0.000,0.115,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","F2",0.017,0.179,0.000,0.115,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","A*",0.407,18.453,0.000,0.120,12.016,6.319,"019E"
2019/04/25,17:39:00,"YDBU03","DB2 DB","F*",0.040,0.176,0.000,0.107,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBU04","DB2 DB","*ALL",0.102,0.260,0.000,0.101,0.042,0.118,"019E"
2019/04/25,17:39:00,"YDBU04","DB2 DB","A1",0.045,0.346,0.000,0.081,0.095,0.171,"019E"
2019/04/25,17:39:00,"YDBU04","DB2 DB","A2",0.017,0.205,0.000,0.128,0.000,0.077,"019E"
