"date","time","volser","usage","sys","rate","resp","iosq","pend","disc","conn","lcu"
2019/04/25,17:39:00,"YDBU04","DB2 DB","F1",0.023,0.183,0.000,0.101,0.000,0.082,"019E"
2019/04/25,17:39:00,"YDBU04","DB2 DB","F2",0.017,0.192,0.000,0.128,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU04","DB2 DB","A*",0.062,0.307,0.000,0.094,0.069,0.145,"019E"
2019/04/25,17:39:00,"YDBU04","DB2 DB","F*",0.040,0.187,0.000,0.112,0.000,0.074,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","*ALL",0.172,0.524,0.000,0.093,0.165,0.266,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","A1",0.077,0.587,0.000,0.089,0.200,0.298,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","A2",0.055,0.687,0.000,0.085,0.237,0.365,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","F1",0.023,0.183,0.000,0.110,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","F2",0.017,0.179,0.000,0.115,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","A*",0.132,0.629,0.000,0.087,0.215,0.326,"019E"
2019/04/25,17:39:00,"YDBU05","DB2 DB","F*",0.040,0.181,0.000,0.112,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","*ALL",2.288,1.377,0.000,0.081,0.803,0.493,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","A1",1.200,2.397,0.000,0.083,1.508,0.806,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","A2",1.048,0.255,0.000,0.077,0.027,0.151,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","F1",0.023,0.183,0.000,0.101,0.000,0.082,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","F2",0.017,0.192,0.000,0.115,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","A*",2.248,1.398,0.000,0.080,0.818,0.501,"019E"
2019/04/25,17:39:00,"YDBU06","DB2 DB","F*",0.040,0.187,0.000,0.107,0.000,0.080,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","*ALL",11.017,1.912,0.000,0.090,1.049,0.773,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","A1",5.748,2.823,0.000,0.092,1.678,1.053,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","A2",5.228,0.924,0.000,0.088,0.366,0.470,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","A*",10.976,1.918,0.000,0.090,1.053,0.775,"019E"
2019/04/25,17:39:00,"YDBU07","DB2 DB","F*",0.040,0.171,0.000,0.101,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","*ALL",221.423,0.718,0.000,0.069,0.404,0.245,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","A1",121.410,0.724,0.000,0.069,0.405,0.250,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","A2",99.973,0.711,0.000,0.069,0.403,0.240,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","F1",0.023,0.165,0.000,0.101,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","A*",221.383,0.718,0.000,0.069,0.404,0.245,"019E"
2019/04/25,17:39:00,"YDBU08","DB2 DB","F*",0.040,0.165,0.000,0.101,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","*ALL",0.223,7.502,0.000,0.104,4.896,2.503,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","A1",0.137,12.15,0.000,0.111,8.000,4.043,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","A2",0.047,0.160,0.000,0.087,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","F1",0.023,0.183,0.000,0.101,0.000,0.082,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","A*",0.184,9.087,0.000,0.105,5.957,3.029,"019E"
2019/04/25,17:39:00,"YDBU09","DB2 DB","F*",0.040,0.176,0.000,0.101,0.000,0.074,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","*ALL",0.073,0.175,0.000,0.099,0.000,0.076,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","A1",0.017,0.179,0.000,0.102,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","A2",0.017,0.179,0.000,0.102,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","F1",0.023,0.174,0.000,0.091,0.000,0.082,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","A*",0.034,0.179,0.000,0.102,0.000,0.077,"019E"
2019/04/25,17:39:00,"YDBU0A","DB2 DB","F*",0.040,0.171,0.000,0.096,0.000,0.074,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","*ALL",0.332,7.392,0.000,0.096,4.987,2.309,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","A1",0.218,11.06,0.000,0.101,7.511,3.444,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","A2",0.073,0.422,0.000,0.079,0.195,0.148,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","F2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","A*",0.291,8.391,0.000,0.095,5.676,2.617,"019E"
2019/04/25,17:39:00,"YDBC01","DB2 Cat","F*",0.040,0.171,0.000,0.101,0.000,0.069,"019E"
2019/04/25,17:39:00,"YDBW01","","*ALL",0.013,0.336,0.000,0.080,0.128,0.128,"019E"
2019/04/25,17:39:00,"YDBW01","","A1",0.003,0.448,0.000,0.064,0.256,0.128,"019E"
2019/04/25,17:39:00,"YDBW01","","A2",0.003,0.512,0.000,0.064,0.256,0.192,"019E"
2019/04/25,17:39:00,"YDBW01","","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBW01","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBW01","","A*",0.006,0.480,0.000,0.064,0.256,0.160,"019E"
2019/04/25,17:39:00,"YDBW01","","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","*ALL",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","F1",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBB01","DB2 DB","F*",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","*ALL",0.255,0.600,0.000,0.089,0.110,0.401,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","A1",0.197,0.599,0.000,0.094,0.056,0.448,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","A2",0.052,0.661,0.000,0.070,0.330,0.260,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","F1",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","A*",0.249,0.612,0.000,0.089,0.113,0.409,"019E"
2019/04/25,17:39:00,"YDBB02","DB2 DB","F*",0.007,0.160,0.000,0.064,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBI01","","*ALL",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBI01","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBI01","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBI01","","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDBI01","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBI01","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDBI01","","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","*ALL",26.515,0.966,0.000,0.070,0.317,0.580,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","A1",8.948,0.949,0.000,0.070,0.307,0.571,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","A2",17.527,0.977,0.000,0.069,0.322,0.586,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","F1",0.023,0.183,0.000,0.110,0.000,0.073,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","F2",0.017,0.179,0.000,0.102,0.000,0.077,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","A*",26.475,0.968,0.000,0.069,0.317,0.581,"019E"
2019/04/25,17:39:00,"YMQAC1","MQ Arch","F*",0.040,0.181,0.000,0.107,0.000,0.075,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","*ALL",8.917,0.936,0.000,0.070,0.298,0.569,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","A1",0.017,0.192,0.000,0.115,0.000,0.077,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","A2",8.860,0.941,0.000,0.070,0.299,0.572,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","F1",0.023,0.183,0.000,0.101,0.000,0.082,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","F2",0.017,0.218,0.000,0.128,0.000,0.090,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","A*",8.877,0.940,0.000,0.070,0.298,0.571,"019E"
2019/04/25,17:39:00,"YMQAC2","MQ Arch","F*",0.040,0.198,0.000,0.112,0.000,0.085,"019E"
2019/04/25,17:39:00,"YMBUR1","","*ALL",0.107,0.280,0.000,0.094,0.086,0.100,"019E"
2019/04/25,17:39:00,"YMBUR1","","A1",0.050,0.397,0.000,0.081,0.183,0.132,"019E"
2019/04/25,17:39:00,"YMBUR1","","A2",0.017,0.166,0.000,0.102,0.000,0.064,"019E"
2019/04/25,17:39:00,"YMBUR1","","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019E"
2019/04/25,17:39:00,"YMBUR1","","F2",0.017,0.192,0.000,0.115,0.000,0.077,"019E"
2019/04/25,17:39:00,"YMBUR1","","A*",0.067,0.338,0.000,0.086,0.137,0.115,"019E"
2019/04/25,17:39:00,"YMBUR1","","F*",0.040,0.182,0.000,0.107,0.000,0.075,"019E"
2019/04/25,17:39:00,"YMBH01","","*ALL",0.073,0.489,0.000,0.070,0.250,0.169,"019E"
2019/04/25,17:39:00,"YMBH01","","A1",0.067,0.515,0.000,0.067,0.275,0.173,"019E"
2019/04/25,17:39:00,"YMBH01","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMBH01","","F1",0.007,0.224,0.000,0.096,0.000,0.128,"019E"
2019/04/25,17:39:00,"YMBH01","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YMBH01","","A*",0.067,0.515,0.000,0.067,0.275,0.173,"019E"
2019/04/25,17:39:00,"YMBH01","","F*",0.007,0.224,0.000,0.096,0.000,0.128,"019E"
2019/04/25,17:39:00,"YGDU41","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU41","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU41","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU41","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU42","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU42","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU42","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU42","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU43","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU43","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU43","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU43","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU44","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU44","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU44","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU44","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU45","","*ALL",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU45","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU45","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YGDU45","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","*ALL",217.444,0.491,0.000,0.069,0.253,0.169,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","A1",217.438,0.491,0.000,0.069,0.253,0.169,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","A*",217.438,0.491,0.000,0.069,0.253,0.169,"019E"
2019/04/25,17:39:00,"YDSA1C","SMF","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019E"
2019/04/25,17:39:00,"YCOM01","","*ALL",11.692,0.182,0.000,0.079,0.003,0.100,"019F"
2019/04/25,17:39:00,"YCOM01","","A1",5.848,0.179,0.000,0.079,0.003,0.097,"019F"
2019/04/25,17:39:00,"YCOM01","","A2",5.770,0.179,0.000,0.078,0.003,0.097,"019F"
2019/04/25,17:39:00,"YCOM01","","F1",0.013,0.224,0.000,0.096,0.000,0.128,"019F"
2019/04/25,17:39:00,"YCOM01","","F2",0.060,0.722,0.000,0.107,0.000,0.615,"019F"
2019/04/25,17:39:00,"YCOM01","","A*",11.618,0.179,0.000,0.079,0.003,0.097,"019F"
2019/04/25,17:39:00,"YCOM01","","F*",0.073,0.633,0.000,0.105,0.000,0.528,"019F"
2019/04/25,17:39:00,"YCOM02","","*ALL",0.628,0.436,0.000,0.074,0.172,0.189,"019F"
2019/04/25,17:39:00,"YCOM02","","A1",0.317,0.420,0.000,0.072,0.202,0.146,"019F"
2019/04/25,17:39:00,"YCOM02","","A2",0.252,0.388,0.000,0.070,0.176,0.142,"019F"
2019/04/25,17:39:00,"YCOM02","","F1",0.060,0.725,0.000,0.103,0.000,0.622,"019F"
2019/04/25,17:39:00,"YCOM02","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YCOM02","","A*",0.569,0.406,0.000,0.071,0.190,0.144,"019F"
2019/04/25,17:39:00,"YCOM02","","F*",0.060,0.725,0.000,0.103,0.000,0.622,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","*ALL",1.517,0.567,0.000,0.093,0.307,0.167,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","A2",1.510,0.569,0.000,0.093,0.309,0.167,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","F1",0.007,0.224,0.000,0.096,0.000,0.128,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","A*",1.510,0.569,0.000,0.093,0.309,0.167,"019F"
2019/04/25,17:39:00,"YDSA2A","SMF","F*",0.007,0.224,0.000,0.096,0.000,0.128,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","*ALL",1.057,0.574,0.000,0.102,0.286,0.186,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","A2",1.050,0.576,0.000,0.102,0.288,0.186,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","A*",1.050,0.576,0.000,0.102,0.288,0.186,"019F"
2019/04/25,17:39:00,"YDSA2B","SMF","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","*ALL",385.822,0.836,0.000,0.409,0.279,0.149,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","A1",0.017,0.179,0.000,0.102,0.000,0.077,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","A2",385.752,0.836,0.000,0.409,0.279,0.149,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","F1",0.030,0.491,0.000,0.107,0.000,0.384,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","F2",0.023,0.567,0.000,0.110,0.000,0.457,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","A*",385.769,0.836,0.000,0.409,0.279,0.149,"019F"
2019/04/25,17:39:00,"YLGR21","LOGGER","F*",0.053,0.524,0.000,0.108,0.000,0.416,"019F"
2019/04/25,17:39:00,"YWRK01","","*ALL",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YWRK01","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YWRK01","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YWRK01","","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YWRK01","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YWRK01","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YWRK01","","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","*ALL",0.595,0.576,0.000,0.078,0.272,0.226,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","A1",0.202,0.612,0.000,0.073,0.371,0.168,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","A2",0.353,0.598,0.000,0.075,0.246,0.277,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","F1",0.023,0.183,0.000,0.110,0.000,0.073,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","F2",0.017,0.218,0.000,0.141,0.000,0.077,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","A*",0.555,0.603,0.000,0.074,0.291,0.237,"019F"
2019/04/25,17:39:00,"YLGRC1","LOGGER","F*",0.040,0.198,0.000,0.123,0.000,0.075,"019F"
2019/04/25,17:39:00,"YSYZ2F","","*ALL",0.240,0.355,0.000,0.073,0.156,0.126,"019F"
2019/04/25,17:39:00,"YSYZ2F","","A1",0.233,0.359,0.000,0.072,0.160,0.127,"019F"
2019/04/25,17:39:00,"YSYZ2F","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2F","","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YSYZ2F","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2F","","A*",0.233,0.359,0.000,0.072,0.160,0.127,"019F"
2019/04/25,17:39:00,"YSYZ2F","","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YSYZ2G","","*ALL",0.540,0.163,0.000,0.075,0.017,0.071,"019F"
2019/04/25,17:39:00,"YSYZ2G","","A1",0.533,0.162,0.000,0.074,0.018,0.070,"019F"
2019/04/25,17:39:00,"YSYZ2G","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2G","","F1",0.007,0.224,0.000,0.096,0.000,0.128,"019F"
2019/04/25,17:39:00,"YSYZ2G","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2G","","A*",0.533,0.162,0.000,0.074,0.018,0.070,"019F"
2019/04/25,17:39:00,"YSYZ2G","","F*",0.007,0.224,0.000,0.096,0.000,0.128,"019F"
2019/04/25,17:39:00,"YSYZ2H","","*ALL",0.107,0.172,0.000,0.098,0.000,0.074,"019F"
2019/04/25,17:39:00,"YSYZ2H","","A1",0.050,0.162,0.000,0.090,0.000,0.073,"019F"
2019/04/25,17:39:00,"YSYZ2H","","A2",0.017,0.179,0.000,0.102,0.000,0.077,"019F"
2019/04/25,17:39:00,"YSYZ2H","","F1",0.023,0.174,0.000,0.101,0.000,0.073,"019F"
2019/04/25,17:39:00,"YSYZ2H","","F2",0.017,0.192,0.000,0.115,0.000,0.077,"019F"
2019/04/25,17:39:00,"YSYZ2H","","A*",0.067,0.166,0.000,0.093,0.000,0.074,"019F"
2019/04/25,17:39:00,"YSYZ2H","","F*",0.040,0.182,0.000,0.107,0.000,0.075,"019F"
2019/04/25,17:39:00,"YSYZ2I","","*ALL",0.073,0.186,0.000,0.113,0.000,0.073,"019F"
2019/04/25,17:39:00,"YSYZ2I","","A1",0.017,0.179,0.000,0.115,0.000,0.064,"019F"
2019/04/25,17:39:00,"YSYZ2I","","A2",0.017,0.166,0.000,0.102,0.000,0.064,"019F"
2019/04/25,17:39:00,"YSYZ2I","","F1",0.023,0.201,0.000,0.119,0.000,0.082,"019F"
2019/04/25,17:39:00,"YSYZ2I","","F2",0.017,0.192,0.000,0.115,0.000,0.077,"019F"
2019/04/25,17:39:00,"YSYZ2I","","A*",0.034,0.173,0.000,0.109,0.000,0.064,"019F"
2019/04/25,17:39:00,"YSYZ2I","","F*",0.040,0.197,0.000,0.117,0.000,0.080,"019F"
2019/04/25,17:39:00,"YSYZ2J","","*ALL",0.007,0.160,0.000,0.096,0.000,0.064,"019F"
2019/04/25,17:39:00,"YSYZ2J","","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2J","","A2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2J","","F1",0.007,0.160,0.000,0.096,0.000,0.064,"019F"
2019/04/25,17:39:00,"YSYZ2J","","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2J","","A*",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YSYZ2J","","F*",0.007,0.160,0.000,0.096,0.000,0.064,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","*ALL",424.847,0.522,0.000,0.068,0.265,0.190,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","A1",3.973,0.517,0.000,0.067,0.279,0.171,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","A2",420.867,0.522,0.000,0.068,0.265,0.190,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","A*",424.840,0.522,0.000,0.068,0.265,0.190,"019F"
2019/04/25,17:39:00,"YMQL21","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","*ALL",419.847,0.516,0.000,0.067,0.269,0.180,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","A1",3.973,0.526,0.000,0.068,0.289,0.169,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","A2",415.867,0.516,0.000,0.067,0.268,0.180,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","A*",419.840,0.516,0.000,0.067,0.268,0.180,"019F"
2019/04/25,17:39:00,"YMQL22","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","*ALL",301.501,0.514,0.000,0.068,0.262,0.184,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","A2",301.494,0.514,0.000,0.068,0.262,0.184,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","F2",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","A*",301.494,0.514,0.000,0.068,0.262,0.184,"019F"
2019/04/25,17:39:00,"YMQL23","MQ LOG","F*",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
2019/04/25,17:39:00,"YMQL24","MQ LOG","*ALL",299.001,0.509,0.000,0.067,0.265,0.177,"019F"
2019/04/25,17:39:00,"YMQL24","MQ LOG","A1",0.000,0.000,0.000,0.000,0.000,0.000,"019F"
2019/04/25,17:39:00,"YMQL24","MQ LOG","A2",298.994,0.509,0.000,0.067,0.265,0.177,"019F"
2019/04/25,17:39:00,"YMQL24","MQ LOG","F1",0.007,0.192,0.000,0.096,0.000,0.096,"019F"
